"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:48:12.2754361 PM","dwnetfilter.exe","3948","Process Start","","SUCCESS","Parent PID: 568, Command line: ""C:\Program Files\DrWeb\dwnetfilter.exe"" --ats, Current directory: C:\Windows\system32\, Environment: ;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Windows\system32\config\systemprofile\AppData\Roaming;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=DESKTOP-72AK3P1;	ComSpec=C:\Windows\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	LOCALAPPDATA=C:\Windows\system32\config\systemprofile\AppData\Local;	NUMBER_OF_PROCESSORS=1;	OS=Windows_NT;	Path=C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 94 Stepping 3, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=5e03;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SystemDrive=C:;	SystemRoot=C:\Windows;	TEMP=C:\Windows\TEMP;	TMP=C:\Windows\TEMP;	USERDOMAIN=WORKGROUP;	USERNAME=DESKTOP-72AK3P1$;	USERPROFILE=C:\Windows\system32\config\systemprofile;	windir=C:\Windows"
"7:48:12.2754413 PM","dwnetfilter.exe","3948","Thread Create","","SUCCESS","Thread ID: 4952"
"7:48:12.2899865 PM","dwnetfilter.exe","3948","Load Image","C:\Program Files\DrWeb\dwnetfilter.exe","SUCCESS","Image Base: 0x7ff782770000, Image Size: 0x748000"
"7:48:12.2900430 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ff8c8e30000, Image Size: 0x1f6000"
"7:48:12.2901442 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\Prefetch\DWNETFILTER.EXE-5ED856F2.pf","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.2950218 PM","dwnetfilter.exe","3948","QueryEAFile","C:\Windows\Prefetch\DWNETFILTER.EXE-5ED856F2.pf","SUCCESS",""
"7:48:12.2958691 PM","dwnetfilter.exe","3948","QueryStandardInformationFile","C:\Windows\Prefetch\DWNETFILTER.EXE-5ED856F2.pf","SUCCESS","AllocationSize: 16,384, EndOfFile: 14,615, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:48:12.2958880 PM","dwnetfilter.exe","3948","ReadFile","C:\Windows\Prefetch\DWNETFILTER.EXE-5ED856F2.pf","SUCCESS","Offset: 0, Length: 14,615, Priority: Normal"
"7:48:12.2959312 PM","dwnetfilter.exe","3948","ReadFile","C:\Windows\Prefetch\DWNETFILTER.EXE-5ED856F2.pf","SUCCESS","Offset: 0, Length: 14,615, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"7:48:12.2983875 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\Prefetch\DWNETFILTER.EXE-5ED856F2.pf","SUCCESS",""
"7:48:12.4000124 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"7:48:12.4000333 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"7:48:12.4000494 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"7:48:12.4003761 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"7:48:12.4005622 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"7:48:12.4005842 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"7:48:12.4007478 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4008457 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4008605 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"7:48:12.4008874 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"7:48:12.4014313 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4015614 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ff8c7180000, Image Size: 0xbd000"
"7:48:12.4016190 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","Name: \Windows\System32\kernel32.dll"
"7:48:12.4017915 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ff8c6b40000, Image Size: 0x2c9000"
"7:48:12.4018125 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"7:48:12.4023350 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"7:48:12.4023915 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"7:48:12.4024323 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"7:48:12.4024713 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"7:48:12.4025138 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\e36c4458-ed80-4ad7-a8be-52dda1eb5f1c","NAME NOT FOUND","Length: 528"
"7:48:12.4025509 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","Name: \Windows\System32\kernel32.dll"
"7:48:12.4027131 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"7:48:12.4027275 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"7:48:12.4027433 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"7:48:12.4027541 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"7:48:12.4027703 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"7:48:12.4027876 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"7:48:12.4028002 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"7:48:12.4028124 PM","dwnetfilter.exe","3948","RegOpenKey","HKU\S-1-5-18\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","REPARSE","Desired Access: Query Value"
"7:48:12.4028251 PM","dwnetfilter.exe","3948","RegOpenKey","HKU\.DEFAULT\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"7:48:12.4028501 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"7:48:12.4028613 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"7:48:12.4028735 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:48:12.4028861 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"7:48:12.4029864 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\ws2_32.dll","SUCCESS","Image Base: 0x7ff8c7a60000, Image Size: 0x6b000"
"7:48:12.4030080 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\ws2_32.dll","SUCCESS","Name: \Windows\System32\ws2_32.dll"
"7:48:12.4031691 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7ff8c6e90000, Image Size: 0x12b000"
"7:48:12.4031892 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\rpcrt4.dll","SUCCESS","Name: \Windows\System32\rpcrt4.dll"
"7:48:12.4033093 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7ff8c7650000, Image Size: 0xac000"
"7:48:12.4033276 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\advapi32.dll","SUCCESS","Name: \Windows\System32\advapi32.dll"
"7:48:12.4034269 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ff8c8bb0000, Image Size: 0x9e000"
"7:48:12.4034449 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\msvcrt.dll","SUCCESS","Name: \Windows\System32\msvcrt.dll"
"7:48:12.4035502 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ff8c7c20000, Image Size: 0x9c000"
"7:48:12.4035681 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\sechost.dll","SUCCESS","Name: \Windows\System32\sechost.dll"
"7:48:12.4037441 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\shell32.dll","SUCCESS","Image Base: 0x7ff8c7cf0000, Image Size: 0x742000"
"7:48:12.4037618 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\shell32.dll","SUCCESS","Name: \Windows\System32\shell32.dll"
"7:48:12.4038749 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\msvcp_win.dll","SUCCESS","Image Base: 0x7ff8c6970000, Image Size: 0x9d000"
"7:48:12.4038925 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\msvcp_win.dll","SUCCESS","Name: \Windows\System32\msvcp_win.dll"
"7:48:12.4040207 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ff8c6680000, Image Size: 0x100000"
"7:48:12.4040528 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\ucrtbase.dll","SUCCESS","Name: \Windows\System32\ucrtbase.dll"
"7:48:12.4042141 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x7ff8c78c0000, Image Size: 0x1a0000"
"7:48:12.4042319 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\user32.dll","SUCCESS","Name: \Windows\System32\user32.dll"
"7:48:12.4043084 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4043247 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"7:48:12.4043402 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"7:48:12.4043555 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"7:48:12.4044341 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\win32u.dll","SUCCESS","Image Base: 0x7ff8c67e0000, Image Size: 0x22000"
"7:48:12.4044529 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\win32u.dll","SUCCESS","Name: \Windows\System32\win32u.dll"
"7:48:12.4046663 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7ff8c7700000, Image Size: 0x2a000"
"7:48:12.4046860 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\gdi32.dll","SUCCESS","Name: \Windows\System32\gdi32.dll"
"7:48:12.4048009 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\gdi32full.dll","SUCCESS","Image Base: 0x7ff8c6570000, Image Size: 0x10b000"
"7:48:12.4048191 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\gdi32full.dll","SUCCESS","Name: \Windows\System32\gdi32full.dll"
"7:48:12.4049850 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\shlwapi.dll","SUCCESS","Image Base: 0x7ff8c8c50000, Image Size: 0x55000"
"7:48:12.4050102 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\shlwapi.dll","SUCCESS","Name: \Windows\System32\shlwapi.dll"
"7:48:12.4051281 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\crypt32.dll","SUCCESS","Image Base: 0x7ff8c6810000, Image Size: 0x156000"
"7:48:12.4051459 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\crypt32.dll","SUCCESS","Name: \Windows\System32\crypt32.dll"
"7:48:12.4052589 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\psapi.dll","SUCCESS","Image Base: 0x7ff8c7800000, Image Size: 0x8000"
"7:48:12.4052765 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\psapi.dll","SUCCESS","Name: \Windows\System32\psapi.dll"
"7:48:12.4060560 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"7:48:12.4060718 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"7:48:12.4060867 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16"
"7:48:12.4062331 PM","dwnetfilter.exe","3948","CreateFile","C:\Program Files\DrWeb\Secur32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"7:48:12.4063708 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\secur32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4064019 PM","dwnetfilter.exe","3948","QueryBasicInformationFile","C:\Windows\System32\secur32.dll","SUCCESS","CreationTime: 11/18/2020 6:49:15 PM, LastAccessTime: 3/2/2021 7:47:21 PM, LastWriteTime: 11/18/2020 6:49:15 PM, ChangeTime: 2/27/2021 3:46:31 PM, FileAttributes: A"
"7:48:12.4064120 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\System32\secur32.dll","SUCCESS",""
"7:48:12.4065195 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\secur32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4065597 PM","dwnetfilter.exe","3948","CreateFileMapping","C:\Windows\System32\secur32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"7:48:12.4065856 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Read"
"7:48:12.4066023 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Read"
"7:48:12.4066165 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 20"
"7:48:12.4066308 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"7:48:12.4066437 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Query Value"
"7:48:12.4066564 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Query Value"
"7:48:12.4066693 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 80"
"7:48:12.4066826 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"7:48:12.4066945 PM","dwnetfilter.exe","3948","CreateFileMapping","C:\Windows\System32\secur32.dll","SUCCESS","SyncType: SyncTypeOther"
"7:48:12.4067744 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\secur32.dll","SUCCESS","Image Base: 0x7ff8ba8d0000, Image Size: 0xc000"
"7:48:12.4067955 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\secur32.dll","SUCCESS","Name: \Windows\System32\secur32.dll"
"7:48:12.4068434 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\System32\secur32.dll","SUCCESS",""
"7:48:12.4070979 PM","dwnetfilter.exe","3948","CreateFile","C:\Program Files\DrWeb\WTSAPI32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"7:48:12.4072314 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\wtsapi32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4072597 PM","dwnetfilter.exe","3948","QueryBasicInformationFile","C:\Windows\System32\wtsapi32.dll","SUCCESS","CreationTime: 11/18/2020 6:48:37 PM, LastAccessTime: 3/2/2021 7:47:50 PM, LastWriteTime: 11/18/2020 6:48:37 PM, ChangeTime: 2/27/2021 3:46:31 PM, FileAttributes: A"
"7:48:12.4072686 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\System32\wtsapi32.dll","SUCCESS",""
"7:48:12.4073445 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\wtsapi32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4073819 PM","dwnetfilter.exe","3948","CreateFileMapping","C:\Windows\System32\wtsapi32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"7:48:12.4074043 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Read"
"7:48:12.4074198 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Read"
"7:48:12.4074338 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 20"
"7:48:12.4074478 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"7:48:12.4074601 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Query Value"
"7:48:12.4074731 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Query Value"
"7:48:12.4074862 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 80"
"7:48:12.4074994 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"7:48:12.4075589 PM","dwnetfilter.exe","3948","CreateFileMapping","C:\Windows\System32\wtsapi32.dll","SUCCESS","SyncType: SyncTypeOther"
"7:48:12.4076364 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\wtsapi32.dll","SUCCESS","Image Base: 0x7ff8c2420000, Image Size: 0x14000"
"7:48:12.4076572 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\wtsapi32.dll","SUCCESS","Name: \Windows\System32\wtsapi32.dll"
"7:48:12.4077087 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\System32\wtsapi32.dll","SUCCESS",""
"7:48:12.4078486 PM","dwnetfilter.exe","3948","CreateFile","C:\Program Files\DrWeb\IPHLPAPI.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"7:48:12.4080623 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4080904 PM","dwnetfilter.exe","3948","QueryBasicInformationFile","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","CreationTime: 11/18/2020 6:49:07 PM, LastAccessTime: 3/2/2021 7:48:11 PM, LastWriteTime: 11/18/2020 6:49:07 PM, ChangeTime: 2/27/2021 3:46:31 PM, FileAttributes: A"
"7:48:12.4080992 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS",""
"7:48:12.4081761 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4082111 PM","dwnetfilter.exe","3948","CreateFileMapping","C:\Windows\System32\IPHLPAPI.DLL","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"7:48:12.4082344 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Read"
"7:48:12.4082493 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Read"
"7:48:12.4082629 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 20"
"7:48:12.4082770 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"7:48:12.4082891 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Query Value"
"7:48:12.4083019 PM","dwnetfilter.exe","3948","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Query Value"
"7:48:12.4083144 PM","dwnetfilter.exe","3948","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 80"
"7:48:12.4083274 PM","dwnetfilter.exe","3948","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"7:48:12.4083385 PM","dwnetfilter.exe","3948","CreateFileMapping","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","SyncType: SyncTypeOther"
"7:48:12.4084159 PM","dwnetfilter.exe","3948","Load Image","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Image Base: 0x7ff8c5970000, Image Size: 0x3b000"
"7:48:12.4084364 PM","dwnetfilter.exe","3948","QueryNameInformationFile","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Name: \Windows\System32\IPHLPAPI.DLL"
"7:48:12.4085389 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS",""
"7:48:12.4089801 PM","dwnetfilter.exe","3948","CreateFile","C:\Program Files\DrWeb\SSPICLI.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"7:48:12.4092160 PM","dwnetfilter.exe","3948","CreateFile","C:\Windows\System32\sspicli.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:48:12.4092455 PM","dwnetfilter.exe","3948","QueryBasicInformationFile","C:\Windows\System32\sspicli.dll","SUCCESS","CreationTime: 2/27/2021 3:44:26 PM, LastAccessTime: 3/2/2021 7:48:09 PM, LastWriteTime: 2/27/2021 3:44:26 PM, ChangeTime: 2/27/2021 11:03:13 PM, FileAttributes: A"
"7:48:12.4092544 PM","dwnetfilter.exe","3948","CloseFile","C:\Windows\System32\sspicli.dll","SUCCESS",""
